cc,bits,gap_log2,count,pct
13,88,77,42,5.32
13,88,78,61,7.72
13,88,79,67,8.48
13,88,80,25,3.16
13,88,81,4,0.51
13,89,65,3,0.41
13,89,66,9,1.22
13,89,67,2,0.27
13,89,68,23,3.12
13,89,69,6,0.81
13,89,70,11,1.49
13,89,71,4,0.54
13,89,72,5,0.68
13,89,73,14,1.90
13,89,74,27,3.66
13,89,75,50,6.78
13,89,76,80,10.84
13,89,77,156,21.14
13,89,78,171,23.17
13,89,79,128,17.34
13,89,80,46,6.23
13,89,81,3,0.41
13,90,56,1,0.07
13,90,59,2,0.14
13,90,60,1,0.07
13,90,62,3,0.21
13,90,63,4,0.28
13,90,64,13,0.91
13,90,65,17,1.19
13,90,66,32,2.23
13,90,67,59,4.11
13,90,68,91,6.35
13,90,69,60,4.18
13,90,70,16,1.12
13,90,71,3,0.21
13,90,72,10,0.70
13,90,73,18,1.26
13,90,74,45,3.14
13,90,75,53,3.70
13,90,76,137,9.55
13,90,77,204,14.23
13,90,78,285,19.87
13,90,79,250,17.43
13,90,80,120,8.37
13,90,81,10,0.70
13,91,69,1,0.16
13,91,72,3,0.49
13,91,73,3,0.49
13,91,74,5,0.82
13,91,75,14,2.31
13,91,76,11,1.81
13,91,77,44,7.25
13,91,78,75,12.36
13,91,79,129,21.25
13,91,80,135,22.24
13,91,81,127,20.92
13,91,82,56,9.23
13,91,83,4,0.66
13,92,84,1,11.11
13,92,86,2,22.22
13,92,87,2,22.22
13,92,88,4,44.44
13,93,86,2,25.00
13,93,87,2,25.00
13,93,88,1,12.50
13,93,89,2,25.00
13,93,90,1,12.50
13,94,90,2,100.00
14,64,57,1,50.00
14,64,62,1,50.00
14,66,61,1,33.33
14,66,62,1,33.33
14,66,63,1,33.33
14,67,60,2,33.33
14,67,61,1,16.67
14,67,62,1,16.67
14,67,63,1,16.67
14,67,64,1,16.67
14,68,59,1,11.11
14,68,60,2,22.22
14,68,61,1,11.11
14,68,62,2,22.22
14,68,64,1,11.11
14,68,65,2,22.22
14,69,60,1,6.67
14,69,61,3,20.00
14,69,62,4,26.67
14,69,63,3,20.00
14,69,64,1,6.67
14,69,65,3,20.00
14,70,60,1,3.33
14,70,61,5,16.67
14,70,62,9,30.00
14,70,63,5,16.67
14,70,64,5,16.67
14,70,65,5,16.67
14,71,60,4,11.76
14,71,61,2,5.88
14,71,62,2,5.88
14,71,63,6,17.65
14,71,64,7,20.59
14,71,65,9,26.47
14,71,66,4,11.76
14,72,58,1,2.33
14,72,61,3,6.98
14,72,62,6,13.95
14,72,63,6,13.95
14,72,64,7,16.28
14,72,65,11,25.58
14,72,66,5,11.63
14,72,67,4,9.30
14,73,57,1,1.08
14,73,59,1,1.08
14,73,60,6,6.45
14,73,61,7,7.53
14,73,62,7,7.53
14,73,63,10,10.75
14,73,64,16,17.20
14,73,65,23,24.73
14,73,66,19,20.43
14,73,67,2,2.15
14,73,68,1,1.08
14,74,60,2,1.92
14,74,61,1,0.96
14,74,62,8,7.69
14,74,63,8,7.69
14,74,64,11,10.58
14,74,65,23,22.12
14,74,66,33,31.73
14,74,67,16,15.38
14,74,68,2,1.92
14,75,54,1,2.00
14,75,63,2,4.00
14,75,64,3,6.00
14,75,65,4,8.00
14,75,66,13,26.00
14,75,67,12,24.00
14,75,68,3,6.00
14,75,69,11,22.00
14,75,70,1,2.00
14,76,59,2,0.99
14,76,61,2,0.99
14,76,62,5,2.46
14,76,63,14,6.90
14,76,64,25,12.32
14,76,65,21,10.34
14,76,66,39,19.21
14,76,67,55,27.09
14,76,68,28,13.79
14,76,69,12,5.91
14,77,62,1,7.69
14,77,66,4,30.77
14,77,67,2,15.38
14,77,71,3,23.08
14,77,73,2,15.38
14,77,74,1,7.69
14,85,81,1,100.00
14,86,68,1,4.00
14,86,70,2,8.00
14,86,75,1,4.00
14,86,76,1,4.00
14,86,77,2,8.00
14,86,78,5,20.00
14,86,79,4,16.00
14,86,80,6,24.00
14,86,81,1,4.00
14,86,82,2,8.00
14,87,67,1,2.22
14,87,69,2,4.44
14,87,70,1,2.22
14,87,71,1,2.22
14,87,72,1,2.22
14,87,75,2,4.44
14,87,76,1,2.22
14,87,77,2,4.44
14,87,78,3,6.67
14,87,79,6,13.33
14,87,80,14,31.11
14,87,81,9,20.00
14,87,82,1,2.22
14,87,83,1,2.22
14,88,66,1,0.70
14,88,67,4,2.80
14,88,68,5,3.50
14,88,69,13,9.09
14,88,70,20,13.99
14,88,71,20,13.99
14,88,72,14,9.79
14,88,73,1,0.70
14,88,77,4,2.80
14,88,78,7,4.90
14,88,79,13,9.09
14,88,80,16,11.19
14,88,81,19,13.29
14,88,82,3,2.10
14,88,83,3,2.10
14,89,67,1,0.79
14,89,68,2,1.57
14,89,69,1,0.79
14,89,72,1,0.79
14,89,73,1,0.79
14,89,74,1,0.79
14,89,75,1,0.79
14,89,76,5,3.94
14,89,77,4,3.15
14,89,78,11,8.66
14,89,79,21,16.54
14,89,80,29,22.83
14,89,81,32,25.20
14,89,82,14,11.02
14,89,83,3,2.36
14,90,66,3,1.19
14,90,67,6,2.37
14,90,68,2,0.79
14,90,69,8,3.16
14,90,70,13,5.14
14,90,71,5,1.98
14,90,74,2,0.79
14,90,75,5,1.98
14,90,76,7,2.77
14,90,77,10,3.95
14,90,78,18,7.11
14,90,79,37,14.62
14,90,80,43,17.00
14,90,81,52,20.55
14,90,82,31,12.25
14,90,83,11,4.35
14,91,72,1,1.03
14,91,75,1,1.03
14,91,78,3,3.09
14,91,79,4,4.12
14,91,80,9,9.28
14,91,81,13,13.40
14,91,82,17,17.53
14,91,83,29,29.90
14,91,84,15,15.46
14,91,85,5,5.15
14,92,90,1,100.00
15,66,60,1,100.00
15,67,63,2,66.67
15,67,64,1,33.33
15,68,64,1,100.00
15,69,62,1,20.00
15,69,64,1,20.00
15,69,65,1,20.00
15,69,66,2,40.00
15,70,64,1,25.00
15,70,65,1,25.00
15,70,66,2,50.00
15,71,64,3,30.00
15,71,65,2,20.00
15,71,66,2,20.00
15,71,67,3,30.00
15,72,65,1,12.50
15,72,66,3,37.50
15,72,67,3,37.50
15,72,68,1,12.50
15,73,63,1,5.00
15,73,64,2,10.00
15,73,66,6,30.00
15,73,67,4,20.00
15,73,68,7,35.00
15,74,63,1,6.25
15,74,66,2,12.50
15,74,67,1,6.25
15,74,68,8,50.00
15,74,69,2,12.50
15,74,70,2,12.50
15,75,66,1,9.09
15,75,67,1,9.09
15,75,68,3,27.27
15,75,69,1,9.09
15,75,70,3,27.27
15,75,71,2,18.18
15,76,61,1,2.94
15,76,63,1,2.94
15,76,66,1,2.94
15,76,67,6,17.65
15,76,68,5,14.71
15,76,69,11,32.35
15,76,70,5,14.71
15,76,71,3,8.82
15,76,72,1,2.94
15,77,73,1,100.00
15,86,74,1,25.00
15,86,80,2,50.00
15,86,81,1,25.00
15,87,78,1,12.50
15,87,80,4,50.00
15,87,81,1,12.50
15,87,83,2,25.00
15,88,72,1,5.26
15,88,73,2,10.53
15,88,79,1,5.26
15,88,80,1,5.26
15,88,81,4,21.05
15,88,82,5,26.32
15,88,83,3,15.79
15,88,84,2,10.53
15,89,78,4,14.81
15,89,79,1,3.70
15,89,80,3,11.11
15,89,81,3,11.11
15,89,82,6,22.22
15,89,83,4,14.81
15,89,84,5,18.52
15,89,85,1,3.70
15,90,69,1,2.94
15,90,79,2,5.88
15,90,80,1,2.94
15,90,81,4,11.76
15,90,82,9,26.47
15,90,83,6,17.65
15,90,84,6,17.65
15,90,85,4,11.76
15,90,86,1,2.94
15,91,84,2,18.18
15,91,85,4,36.36
15,91,86,2,18.18
15,91,87,3,27.27
15,92,89,1,100.00
16,72,65,1,50.00
16,72,69,1,50.00
16,73,65,1,20.00
16,73,66,2,40.00
16,73,67,1,20.00
16,73,71,1,20.00
16,74,67,1,33.33
16,74,69,1,33.33
16,74,70,1,33.33
16,75,71,2,66.67
16,75,73,1,33.33
16,76,71,1,50.00
16,76,74,1,50.00
16,77,72,1,100.00
16,88,81,1,16.67
16,88,82,2,33.33
16,88,83,1,16.67
16,88,84,1,16.67
16,88,85,1,16.67
16,89,84,1,50.00
16,89,86,1,50.00
16,90,82,2,25.00
16,90,84,2,25.00
16,90,85,2,25.00
16,90,86,1,12.50
16,90,87,1,12.50
