cc,bits,count,pairs,min_gap_log2,median_gap_log2,mean_gap_log2,min_gap_hex,median_gap_hex,mean_gap_hex,max_gap_hex
15,91,12,11,84,85,86,0x10f53b78b7aa844fe4d30c,0x3e2475f9209ee38168fd58,0x507fcd75a6b2d6f1e33692,0xb6b2c81408aab027900116
15,92,2,1,89,89,89,0x30750f41d93f793e743c592,0x30750f41d93f793e743c592,0x30750f41d93f793e743c592,0x30750f41d93f793e743c592
16,70,1,0,,,,,,
16,72,3,2,65,68,68,0x251efd043bf3aad4a,0x1898c73aecb8679a3b,0x1898c73aecb8679a3b,0x2edf9ea595b194872c
16,73,6,5,65,66,69,0x2f847a26291b9061e,0x703c795896d5f679c,0x251ba650841dc87b70,0x9a9d119249e52197f2
16,74,4,3,67,69,69,0xd5c7149f4ee9aef7c,0x264c34a23a8581f00a,0x31465bb2ac46e7190e,0x602a6d2bd560986ba4
16,75,4,3,71,71,72,0xaff72ab9e3e371dbc8,0xdbfd2d2441f1632000,0x13e5edd37d44b7393d0,0x22f283fc9570d85bfa8
16,76,3,2,71,73,73,0xf720e6d419f4e7ef46,0x30adf5bc8617649d804,0x30adf5bc8617649d804,0x51e9dd0bca8f7abc0c2
16,77,2,1,72,72,72,0x1038f66f44456e453d4,0x1038f66f44456e453d4,0x1038f66f44456e453d4,0x1038f66f44456e453d4
16,86,1,0,,,,,,
16,88,7,6,81,82,83,0x27853daae1bd51d00cc0a,0x7febd7a079f827104adcf,0xe4ab9385ac0928231a176,0x221046856dfb900c003512
16,89,3,2,84,85,85,0x1de5810ce40b7c74615b68,0x35fac1ae2699f59ec3850d,0x35fac1ae2699f59ec3850d,0x4e10024f69286ec925aeb2
16,90,9,8,82,85,85,0x5117ea7c929d8573efad0,0x23d852f82ab493d82baaa6,0x350a4820523732f50381c7,0xa13a6ab90ac68d946b53a8
16,91,1,0,,,,,,
17,88,1,0,,,,,,
