gap_log2,gap_hex,gap_decimal_approx,cc,bits,root1_hex,root2_hex
47,0xd0968b4a388a,229345000568970,10,90,0x3c6252cddafabbdef93bd51,0x3c6252cddb07c547addf5db
47,0xd1c09917c9f2,230625132399090,10,90,0x29d89e1e5533b1744dd3241,0x29d89e1e5540cd7ddf4fc33
47,0xd2264a3298a6,231061895420070,10,90,0x333ca6ecc7afb5c2bf259c3,0x333ca6ecc7bcd827624f269
47,0xd4fb9014b5d4,234176919156180,10,90,0x339b8f8e9e03b0767909945,0x339b8f8e9e11002f7a54f19
47,0xd68f4f657614,235911000716820,10,91,0x54d5c3541bbfb47e7e56a57,0x54d5c3541bcd1d7374ae06b
47,0xe01deed21dc8,246419165421000,10,91,0x6e1266144df0f94db96743b,0x6e1266144dfefb2ca689203
47,0xe0a32ba1e0dc,246991416320220,10,91,0x7002130c2684278ac70fcf1,0x7002130c269231bd812ddcd
47,0xea904240b56a,257905307727210,10,91,0x4a87725e59a4ca717b7cd3b,0x4a87725e59b373759f882a5
47,0xed5da4aa48e0,260986450364640,10,90,0x2b519dbc7f6ba53c24e46d3,0x2b519dbc7f7a7b166f88fb3
47,0xf330f444d6f8,267391582131960,10,90,0x28921465d944c224dd41bd7,0x28921465d953f534218f2cf
47,0xf85ae560672c,273069279045420,10,90,0x2801608108fec8a5db76275,0x28016081090e4e54317c9a1
47,0xfb65fbcb0c16,276415434656790,10,88,0xbd8bcc1e7b1b71e593980b,0xbd8bcc1e7c16d7e15ea421
47,0xfd449bd0dab2,278471113759410,10,90,0x21ba6a17cdc0e62651108e7,0x21ba6a17cdd0ba700e1e399
48,0x1037734b4cd46,285285496966470,10,89,0x1b85eda1990d41bc2341593,0x1b85eda1991d792f6e8e2d9
48,0x107ee615bc3c4,290195393725380,10,91,0x4abee5072a63641e6140ae3,0x4abee5072a73e30476fcea7
48,0x108fe6366df30,291363659112240,10,91,0x4b4d39a942c703e159684a1,0x4b4d39a942d793c78fd63d1
48,0x10f74d3b24fd2,298469419012050,12,72,0x92a982968fdd38afbf,0x92a983a604b0eaff91
48,0x1103eaea9d1e0,299336381092320,10,90,0x255aa57e7d69581be4eb909,0x255aa57e7d7a5c06cf88ae9
48,0x1163637a19cc4,305897094094020,10,90,0x2e29bcaea34f650a6db34c3,0x2e29bcaea360c86de7cd187
48,0x1170f7e9080b2,306830292058290,10,90,0x213b28a7c7a97ee3ad71733,0x213b28a7c7baefdb96797e5
48,0x11a248488d394,310219121415060,12,66,0x24ff2795550cbbea7,0x24ff39379d554923b
48,0x11b5730a5976a,311536268973930,10,90,0x3f34cf824c512a36529771d,0x3f34cf824c62dfa95cf0e87
48,0x12742b6af05fc,324642462959100,10,89,0x1c16207b042b1bfe6eaef7f,0x1c16207b043d9029d99f57b
48,0x12993bdc7c4ca,327189497627850,10,90,0x2e48ecfd8ba2051ecaaa4a5,0x2e48ecfd8bb49e5aa72696f
48,0x131a0d01bceea,336041732722410,10,90,0x3fe9f832c8ba68c12fe76c1,0x3fe9f832c8cd82ce31a45ab
48,0x1381578ae2c22,343139846859810,10,90,0x2d07a240e2b1715e381d655,0x2d07a240e2c4f2b5c300277
48,0x13bc7e5d45ae6,347204717140710,10,90,0x24653611e7daebd8842e0b7,0x24653611e7eea856e173b9d
48,0x1435bbb482ac8,355536239864520,10,90,0x25cfa59744f07dc3a8ccee1,0x25cfa5974504b37f5d4f9a9
48,0x1437e596e5502,355684922053890,10,90,0x31136508ce701b7d5bf5123,0x31136508ce845362f2da625
48,0x14a098bde7634,362879838484020,10,88,0x8ec7c20e52b1b5a6d65eab,0x8ec7c20e53fbbf32b4d4df
48,0x14dcd98e9b380,367020405797760,10,90,0x215ef490638fe02af1b9b9f,0x215ef49063a4bd048054f1f
48,0x14e98f8f85666,367893895730790,10,91,0x5e32a6b7459582393dce2e3,0x5e32a6b745aa6bc8cd53949
48,0x153ecf9df8460,373752246273120,10,90,0x2a363b9c3be6bad3aecfbd7,0x2a363b9c3bfbf9a34cc8037
48,0x15b21a6529d64,381675059191140,10,91,0x7e0ce0ff46d9b70afb97eb5,0x7e0ce0ff46ef692560c1c19
48,0x15b46f506f8fe,381835293423870,10,90,0x3efbf3efc3fb32b89ca97d9,0x3efbf3efc410e727ed190d7
48,0x15d108aa493ec,383800603612140,10,90,0x2001155815525121775998f,0x200115581568222a21a2d7b
48,0x168a10bd3e512,396515874170130,10,91,0x685361efd9631a624fd5289,0x685361efd979a4730d1379b
48,0x16a3ff9b5097e,398297981585790,10,91,0x4a91ae8ee2f622ddf543c03,0x4a91ae8ee30cc6dd9094581
48,0x16f6171577838,403939280779320,10,90,0x26155db9d04bca81b1a5e39,0x26155db9d062c098c71d671
48,0x172c2c460aaae,407655820602030,10,90,0x390435944923e3f1cc241a5,0x39043594493b101e122ec53
48,0x1732a020e8ea4,408099237039780,10,90,0x344c23e0ad6853e6b2aa3ab,0x344c23e0ad7f8686d39324f
48,0x175f300a64522,411161525110050,10,89,0x144ec680acfdce41bc5c6d5,0x144ec680ad152d71c6c0bf7
48,0x17fb51e586ee4,421890851630820,10,90,0x3652e4a60d2ead24ae8b049,0x3652e4a60d46a8769411f2d
48,0x18285a70a03d8,424985521423320,10,91,0x4656491cd3d7429966be27b,0x4656491cd3ef6af3d75e653
48,0x18ea96541f5c0,438333176149440,10,90,0x3e91db5a17552f06acf6743,0x3e91db5a176e199d0115d03
48,0x1904917e1c14c,440118584394060,10,90,0x2b01e693418b9602b79e885,0x2b01e69341a49a9435ba9d1
48,0x196d8ced6cc86,447332903996550,10,90,0x2d89139e3afff3c31943a89,0x2d89139e3b19615006b070f
48,0x19b9123eb366e,452522651891310,10,89,0x1ceb9992d34d6bbff912dfb,0x1ceb9992d36724d237c6469
48,0x19c2b409b7144,453184558166340,10,88,0xa27738a3136d886140dfc9,0xa27738a31509b3a1dc510d
48,0x19f2128b1a474,456439742178420,10,90,0x3e413d8e193b1e0e10db5c9,0x3e413d8e195510209bf5a3d
48,0x1a190dfb1e186,459118577049990,10,90,0x2c1c1a23d55ecc6f3d8665d,0x2c1c1a23d578e57d38a47e3
48,0x1a4962005355a,462439665972570,10,91,0x56462017fd71148b999d8af,0x56462017fd8b5ded99f0e09
48,0x1a64bbc730988,464319191124360,10,90,0x20b8f98ab8f130e99bc9527,0x20b8f98ab90b95a562f9eaf
48,0x1aabdb235aef0,469206692114160,10,90,0x2580feda1d3fd1be492c545,0x2580feda1d5a7d996c87435
48,0x1b8596f655c52,484169237224530,10,91,0x651361a003435b1bcae67ff,0x651361a0035ee0b2c13c451
48,0x1bdb4429f4f10,490056886210320,10,90,0x3941a6168b17997282ac251,0x3941a6168b3374b6aca1161
48,0x1c074c1ce0930,493082676955440,10,91,0x4c133376fa544594ebe0375,0x4c133376fa704ce108c0ca5
48,0x1c0b1cce672fc,493344856109820,10,69,0x1001255de9370f4f55,0x1001271e9b03f5c251
48,0x1c2ae41a62454,495528658216020,10,90,0x3183659707ed3aa3d507bdd,0x3183659708096587ef6a031
48,0x1c3db09a9e062,496820504092770,10,90,0x277779287e7ca18dc9783c7,0x277779287e98df3e6416429
48,0x1c3ddb9551e6c,496832041262700,10,90,0x24ec5a790d8de323169af13,0x24ec5a790daa20feabecd7f
48,0x1c69a2a6dbdfe,499840415809022,12,72,0xbe79940ffcf80732f3,0xbe7995d6972274f0f1
48,0x1ca8c6bfd4df0,504179432705520,10,91,0x77d288dfb3dc2b6883a5d3d,0x77d288dfb3f8d42f437ab2d
48,0x1cc0ccc01ddf2,505830311058930,10,90,0x31661ed5131c1243ea05527,0x31661ed51338d310aa23319
48,0x1d405712f3504,514594815554820,10,90,0x27f5ef0dd693ff2aaf3cedd,0x27f5ef0dd6b13f81c2303e1
48,0x1e149b90e7c9e,529181730307230,10,90,0x20a2f5e04f6916b67ca745d,0x20a2f5e04f872b520d8f0fb
48,0x1e3be0394e8ea,531880220092650,10,91,0x4055f4dc516182d925ccd11,0x4055f4dc517fbeb95f1b5fb
48,0x1e3d463ba0eb0,531976322420400,10,90,0x2b42cc1979c5e0eb67aceb9,0x2b42cc1979e41e31a34dd69
48,0x1e89cdfdb49ec,537235444943340,10,90,0x2b2477eca30cc79cdad0d15,0x2b2477eca32b516ad885701
48,0x1ea2e8d2d4306,538960634659590,10,90,0x2800003226095352192b35b,0x280000322627f63aebff661
48,0x1fe1856ebe538,560855467681080,10,88,0xaf06353c8141d210af2c29,0xaf06353c833fea679b1161
49,0x203d6e38f80a8,567171429138600,10,90,0x20e2268c5e43fee2ae28fa3,0x20e2268c5e643c50e72104b
49,0x205a915d43026,569173727260710,10,90,0x37ae513eb30f2115b2a9ff7,0x37ae513eb32f7ba70fed01d
49,0x2143524f8dd14,585168439532820,10,91,0x61aad48ee1f00b0df1f1273,0x61aad48ee2114e60417ef87
49,0x218bfee2829b8,590162566851000,10,88,0x9b15602ced50d26654ca85,0x9b15602cef6992547cf43d
49,0x21a5a49d071b2,591925041197490,10,89,0x189ebbaada7183cd6d733e7,0x189ebbaada9329720a7a599
49,0x21d81ecfd633e,595393817436990,10,90,0x3971c59b435be295619a805,0x3971c59b437dbab43170b43
49,0x22175f42e8fb4,599740445003700,10,90,0x2f015d3c01124ee96bb3caf,0x2f015d3c01346648ae9cc63
49,0x223cc025dd68c,602309073426060,10,88,0xbb1555c129589f9f11281d,0xbb1555c12b7c6ba16efea9
49,0x22853c3d6c4aa,607290186450090,10,91,0x535265d53bb7dc9ad138be9,0x535265d53bda61d70ea5093
49,0x22b3cd3dff952,610490206124370,10,88,0xa276e6a81f1ba2f374fc7d,0xa276e6a82146dfc754f5cf
49,0x22bd5699ae37e,611145553208190,10,90,0x2c05ec34fe92984ee4f6cf1,0x2c05ec34feb555a57ea506f
49,0x22df04c0112d8,613460043961048,12,66,0x34240be084b3d5d29,0x34242ebf8973e7001
49,0x232a4f6ef320e,618634052317710,10,90,0x2bb142b0bd59bb99f47a53f,0x2bb142b0bd7ce5e9636d74d
49,0x23496d34280f6,620772347511030,10,88,0xbb1727b811d022766c9a25,0xbb1727b81404b949af1b1b
49,0x235255d21afde,621384545972190,10,90,0x263fddd58888687beb37ae1,0x263fddd588abbad1bd52abf
49,0x239d73c6930da,626546547699930,10,90,0x262765618dc99efb6a6691f,0x262765618ded3c6f30f99f9
49,0x23b534ce346f8,628178911708920,10,90,0x293b228e16bdde2bce21af3,0x293b228e16e193609c561eb
49,0x23ce3bbf9899e,629898762357150,10,88,0xa762eebaef0b0138a922ff,0xa762eebaf147e4f4a2ac9d
49,0x23df9dc70d210,631093307953680,10,90,0x2665238b041b15d7a1f3767,0x2665238b043ef5756900977
49,0x240f9ad11fa46,634391048092230,10,90,0x2d60115f6cd44ba33f9014b,0x2d60115f6cf85b3e10afb91
49,0x24849fc0e7b40,642432552041280,10,90,0x2eecbe9787146734c98abc9,0x2eecbe978738ebd48a72709
49,0x249d4e37ee9fc,644128652061180,10,94,0x2da36d92a005a7b183fa05ab,0x2da36d92a007f1866778efa7
49,0x2543c646a54a4,655568312882340,10,88,0xbb14bf39503d8f4167b911,0xbb14bf395291cba5d20db5
49,0x25d6bd6a7686c,665667697600620,10,89,0x1d8444d5d040b35af3e9cfd,0x1d8444d5d0668a185e60569
49,0x25e186546e29e,666408824791710,10,90,0x2c91309d0173529c55a5baf,0x2c91309d01993422aa13e4d
49,0x25e5c2003918c,666699720528268,12,73,0x1884ce0605548cfe497,0x1884ce2beb168d37623
49,0x25fc8be76254e,668265746933070,10,91,0x4164ec0fff9fa6681331f79,0x4164ec0fffc5a2f3fa944c7
49,0x2615eb4664286,670009334841990,10,89,0x1c0c889d1d7ed175302e8fd,0x1c0c889d1da4e7607692b83
49,0x2628218c1eb9e,671260854053790,10,90,0x3d43c13b083ec351cfd60bb,0x3d43c13b0864eb735bf4c59
49,0x2657923c4bfa2,674520918966178,12,73,0x192cb45809382d5bf99,0x192cb47e60ca69a7f3b
49,0x26792ffda1fbe,676831008792510,10,88,0xaec4ee990c6eb7f5ccc2e1,0xaec4ee990ed64af5a6e29f
49,0x2684278597c14,677584649681940,10,90,0x2d2aa81b9f316f941dd1359,0x2d2aa81b9f57f3bba368f6d
49,0x269c5332698a0,679245641062560,10,88,0xbd8a6d88f3d28a6447bd6f,0xbd8a6d88f63c4f976e560f
49,0x26e1fe30ae88a,684033185605770,10,89,0x109978c8440df8968be160b,0x109978c84434da94bc8fe95
49,0x26e6ba9529844,684358634739780,10,90,0x231cc3bd2563a24240ac4df,0x231cc3bd258a88fcd5d5d23
49,0x273ff72c557a0,690490932811680,10,90,0x209d9698da40410cc0d2c19,0x209d9698da678103ed283b9
49,0x27605476610c4,692714998206660,10,90,0x3d71b13dbf3c567962a0bc3,0x3d71b13dbf63b6cdd901c87
49,0x280be34e48868,704504372955240,10,88,0x93b3b250b4826be84c3ff7,0x93b3b250b7032a1d30c85f
49,0x282ff56f0b8a8,706983140309160,10,89,0x1989aaa3ebd23ff370dcc59,0x1989aaa3ebfa6fe8dfe8501
49,0x283ff500445e0,708082535777760,10,90,0x20dc5dfd7d6b3763e336243,0x20dc5dfd7d937758e37a823
49,0x291699fb78724,722832790619940,10,90,0x2c4211eeae5dc32e89d8a71,0x2c4211eeae86d9c88551195
49,0x291a4d54ab2b8,723087092527800,10,90,0x349590d10ce728fb4efbcaf,0x349590d10d104348a3a6f67
49,0x29663792b3ee4,728303932227300,10,89,0x1004cd03e9d640da255e321,0x1004cd03e9ffa711b812205
49,0x29b482706bf3c,733684148125500,10,90,0x2d83a5b54aee9f333d564e5,0x2d83a5b54b1853b5adc2421
49,0x29cc7ffe892b4,735332759278260,10,90,0x2f62894bae0801605a97787,0x2f62894bae31cde05920a3b
49,0x29f2225e6af62,737918967000930,10,88,0xac504e853a01bc23106cff,0xac504e853ca0de48f71c61
49,0x29f766e5750fe,738280959594750,10,90,0x3b6cc8e3e5d5e0fb6e66f3d,0x3b6cc8e3e5ffd86253dc03b
49,0x29f98b9384cd2,738428244741330,10,90,0x33581f259802af7e7c87a85,0x33581f25982ca90a100c757
49,0x29fcf13389058,738661682942040,10,90,0x26a0a40f40a981bffac6b23,0x26a0a40f40d37eb12e4fb7b
49,0x2a278aa20707a,741589087449210,10,91,0x6ad17c9854d0c42101f72a7,0x6ad17c9854faebaba3fe321
49,0x2a2dbdb49f492,742015114015890,10,90,0x2e654e7eebf19d9dd2f7f51,0x2e654e7eec1bcb5b87973e3
49,0x2a9df5b921ce2,749726732524770,10,88,0xfb5c59d7618746cdba9753,0xfb5c59d7643126294cb435
49,0x2b3f3c7b27e30,760809562209840,10,90,0x37d34c2e56479d617d08ea3,0x37d34c2e5672dc9df830cd3
49,0x2b589649744d8,762551656203480,10,91,0x73f9bb8c8890eb6dfc4dacd,0x73f9bb8c88bc440445c1fa5
49,0x2c20be40fc6fc,776306280089340,10,88,0xac517c82ea6b89db547dbf,0xac517c82ed2d95bf6444bb
49,0x2cd7395bfc826,788846270728230,10,88,0x989f3abf3200546955f0c3,0x989f3abf34cdc7ff15b8e9
49,0x2cf16f3fa671c,790647442925340,10,91,0x4ef314b932bedf46d2825d7,0x4ef314b932ebd0b61228cf3
49,0x2d2fb9fcba51e,794928112968990,10,90,0x25e715123e0ce0b6fa41769,0x25e715123e3a1070f6fbc87
49,0x2d5db10176556,798086797944150,10,90,0x2313b9a434ebffe32a8adb3,0x2313b9a435195d942c01309
49,0x2d701b07f08ec,799352209475820,10,90,0x33346a5ec74816a60ae70b5,0x33346a5ec77586c112d79a1
49,0x2d88f17f411d2,801059047215570,10,88,0x93b224801e2006e115dd55,0x93b2248020f895f909ef27
49,0x2dcd6da83f00a,805765300613130,10,89,0x104ecda7a271557dcf7ab49,0x104ecda7a29f22eb77b9b53
49,0x2dce19d0b3228,805811513930280,10,88,0x8ec76706ae35861ef10c4b,0x8ec76706b11267bbfc3e73
49,0x2dd4b9036557c,806266565186940,10,90,0x31c71657c52474a0c5a8d4b,0x31c71657c5524959c90e2c7
49,0x2e3a50bdd1684,813247961568900,10,89,0x155511aaacd73ab02afae9f,0x155511aaad057500e8cc523
49,0x2e413464f17fe,813721388521470,10,90,0x238b95355bb3abf12257df7,0x238b95355be1ed2587495f5
49,0x2e56f0864eb8c,815214998383500,10,90,0x2fd0ae4064d3b8137bb0e59,0x2fd0ae4065020f0401ff9e5
49,0x2e60d47da86ac,815894667888300,12,74,0x28b81498ecd687ac4ef,0x28b814c74dab0554b9b
49,0x2e9dd8d560aa2,820087721691810,10,91,0x7e1f019026d2705a1cc0647,0x7e1f019027010e32f2210e9
49,0x2ea5a46751452,820623403455570,10,91,0x68ecab57af4bafb1ac9c349,0x68ecab57af7a555613ed79b
49,0x2f2c84790c1c6,829891961471430,10,91,0x5bf4e3941bd210c86b301ff,0x5bf4e3941c013d4ce43c3c5
49,0x2f3304fe33490,830338777691280,10,85,0x1df764779ec12db4aac80d,0x1df76477a1b45e048dfc9d
49,0x2f4346171e22e,831455763751470,10,90,0x2512911e43af9c251f515cf,0x2512911e43dedf6b366f7fd
49,0x2f68bcec7d3b6,834030283510710,10,91,0x40d9fa84aedfc0995552e03,0x40d9fa84af0f295641d01b9
49,0x2f9a654172d2e,837442724113710,10,87,0x49d9bdb2917d2d12ba1d45,0x49d9bdb29476d366d14a73
49,0x3047178349c7a,849310324661370,10,90,0x3b25013929a2b07ee9ca6bd,0x3b25013929d2f7966d14337
49,0x3068eb9be64f4,851635001517300,10,89,0x1ec79aca7e1156e98e86cef,0x1ec79aca7e41bfd52a6d1e3
49,0x30862479207de,853643130701790,10,86,0x2c5050ba238089f285765b,0x2c5050ba2688ec3a177e39
49,0x319c5fe15bc5c,872763092221020,10,90,0x3e5fddded5b9fbd57d19d27,0x3e5fddded5eb98355e75983
49,0x31a05d98777aa,873037356824490,10,88,0x97e242f3bc9534f2091f07,0x97e242f3bfaf3acb9096b1
49,0x31a0bcaa33e76,873062876790390,10,90,0x3830ff4bfb33c6cc1771069,0x3830ff4bfb656788c1a4edf
49,0x31d5b49db7e4a,876702848482890,10,89,0x1aacc8f1857050389e80f2b,0x1aacc8f185a225ed3c38d75
49,0x32166c9c23112,881150285459730,10,90,0x2cec57c903157423e67f0f9,0x2cec57c903478a9082a220b
49,0x3272d36fa4f28,887500079517480,11,90,0x289d8e1a418b3c658acb521,0x289d8e1a41bdaf38fa70449
49,0x330558ffd6b60,897568976235360,10,91,0x65e674d89bdbdd9abc753a9,0x65e674d89c0ee2f3bc4bf09
49,0x333c011d04500,901324955731200,10,90,0x213b25f1a5644391283dba5,0x213b25f1a5977f9245420a5
49,0x334f56366e6f4,902653469452020,10,91,0x5217e040b92e744edfb455d,0x5217e040b961c3a51622c51
49,0x3364ac9ee85f2,904119773464050,10,90,0x2800035ed35d93168439f19,0x2800035ed390f7c3232250b
49,0x33e72134ec822,913084601255970,10,89,0x10f66cc088682d8e0ffb4e1,0x10f66cc0889c14af44e7d03
49,0x33e74248412bc,913093479895740,10,89,0x103c376c7135d82ce79d2bd,0x103c376c7169bf6f2fde579
49,0x342dd4edc9a9e,917943208417950,10,88,0xeb5fae3d42c30ec5de09ab,0xeb5fae3d4605ec14baa449
49,0x346de2954d386,922344920241030,10,89,0x1243cbb3073b016103d754b,0x1243cbb3076f6f4399248d1
49,0x3497b42fe8652,925218683913810,10,90,0x331b45123c4347c5d56c585,0x331b45123c77df7a0554bd7
49,0x34e4bc4717530,930512255415600,10,88,0x99e7651cc5293fea924fb5,0x99e7651cc8778baf03c4e5
49,0x34e5d2b341618,930586993890840,10,89,0x1efb7381a06fb0c547eb405,0x1efb7381a0a49697fb2ca1d
49,0x35004f983c7ae,932407226386350,10,90,0x209d908944d40e9a250d489,0x209d908945090ee9bd49c37
49,0x3504a1f10d5e4,932704209130980,10,88,0xac505cb8c4869003c09161,0xac505cb8c7d6da22d16745
49,0x3549c7e925bea,937456045284330,10,90,0x27627edf57606ade75b7151,0x27627edf5795b4a65edcd3b
49,0x35522c010718e,938032669684110,10,88,0xa4ee1de2de3b0ba4868c43,0xa4ee1de2e1902e6496fdd1
49,0x35a2359111a84,943532794780292,12,74,0x28a52918ef19f74c903,0x28a5294e914f885e387
49,0x364ca1d38ffd2,955244166578130,10,89,0x1c570f236014355f7e523a9,0x1c570f23604a820151e237b
49,0x367d70a746084,958598221160580,10,89,0x12ce2949c6ece254a51d78d,0x12ce2949c7235fc54c63811
49,0x3737924ee80b8,971389077979320,10,90,0x395786a9b104da7844f1d5b,0x395786a9b13c120a93d9e13
49,0x3742c2ae0c55e,972157976888670,10,91,0x4b26cd78ad41fb492a0b5e7,0x4b26cd78ad793e0bd817b45
49,0x3748ab6d1bb8c,972564051639180,10,88,0xb89ff6490bfa1665d48d19,0xb89ff6490f6ea11ca648a5
49,0x377f86dd64b0c,976333808487180,10,90,0x3d0dc46c3ef061ae31d696f,0x3d0dc46c3f27e1350f3b47b
49,0x381662cc06f9a,986700767588250,10,90,0x2f3531aa3e1867ca78d8f21,0x2f3531aa3e507e2d44dfebb
49,0x384910fabd8da,990183498176730,10,91,0x7091c8faa72d93c3b4b7cdf,0x7091c8faa765dcd4af755b9
49,0x385b4e7554810,991436951865360,10,88,0x913b6b6baf7a4e29448919,0x913b6b6bb300031099d129
49,0x38636c4f01728,991994720556840,10,91,0x7d8f91adf7b671b039c4101,0x7d8f91adf7eed51c88c5829
49,0x395e2d7da400a,1009226446684170,10,90,0x33c2678bbe3938225ce297b,0x33c2678bbe72964fda86985
49,0x3a1aeb1caafda,1022196609363930,10,89,0x108635023421af404f6359d,0x10863502345bca2b6c0e577
49,0x3a57e0a97f988,1026385692326280,10,88,0x83d93d76595a11165e0fff,0x83d93d765cff8f20f60987
49,0x3a6fc746762a2,1028028145033890,12,66,0x2b9cb7719a74cb885,0x2b9cf1e161bb41b27
49,0x3a7f0a210dcf2,1029076883135730,10,90,0x2002b2168df188dd8da7ac1,0x2002b2168e2c07e7aeb57b3
49,0x3aba0f7472b46,1033132761885510,10,90,0x2bb1468288df090396ca4f7,0x2bb146828919c3130b3d03d
49,0x3ac8b9997d6f8,1034140507428600,10,89,0x173631af06e6ce0d7ce1211,0x173631af072196c7165e909
49,0x3b04cee458906,1038269391669510,10,92,0x804616e4861508b4b250ab9,0x804616e486500d8396a93bf
49,0x3b7764deee930,1046143671658800,10,90,0x221308fd19df9ed8e721bf3,0x221308fd1a1b163dc610523
49,0x3ba97471235d0,1049583825335760,10,90,0x2e588cc8a89ace6e3384f45,0x2e588cc8a8d677e2a4a8515
49,0x3c81ae9dfb540,1064442848589120,10,90,0x2ff124a35645465fcc53b4f,0x2ff124a35681c80e6a4f08f
49,0x3c867c31d148c,1064772910781580,10,89,0x1461acfc85737f49d48340d,0x1461acfc85b005c60654899
49,0x3ce479e0b6d0c,1071231919680780,10,90,0x3978f0c076cba536216dd4b,0x3978f0c0770889b00224a57
49,0x3d303af64b502,1076437711107330,10,88,0x991fd507ca1b03fa9e677f,0x991fd507cdee07aa031c81
49,0x3d567521f1962,1079064666249570,10,91,0x78d29b484ebee514514fb59,0x78d29b484efc3b8973414bb
49,0x3e85fb0dcb3fc,1099922616923132,12,70,0x3f6fcedd36e461ec0d,0x3f6fd2c596953ea009
49,0x3e9ffdf867546,1101710106195270,10,89,0x138ac70911da3a363774637,0x138ac7091218da342fdbb7d
49,0x3ec34b99dda40,1104136126716480,10,90,0x2ec4f5466d74a19bd1f4f71,0x2ec4f5466db364e76bd29b1
49,0x3ee8a5663c2ca,1106702852408010,10,91,0x53221c3440d436275283c7b,0x53221c3441131eccb8bff45
49,0x3f02258fe4412,1108455242744850,10,88,0x93b305a2733bfbc0747989,0x93b305a2772c1e1972bd9b
49,0x3f8d5e49488e0,1118022476794080,10,90,0x30e32a57b095c2b3e3e7815,0x30e32a57b0d550122d300f5
49,0x3ff082cec73c2,1124835508646850,10,90,0x2cec5bdfe91dc83caac305d,0x2cec5bdfe95db8bf798a41f
49,0x3ff4f52f3585a,1125141089310810,10,90,0x241e639253d4bd14ae20d2d,0x241e63925414b209dd56587
50,0x4068fe7763848,1133115040217160,10,91,0x58234e4aa1eb45f3e69b6f5,0x58234e4aa22baef25dfef3d
50,0x407465215e58e,1133898513114510,10,89,0x196b1fec1e89dfdbbce02e3,0x196b1fec1eca5440de3e871
50,0x409dd3edccb2e,1136745753922350,10,86,0x2abe67cbf184f1f7838051,0x2abe67cbf58ecf36604b7f
50,0x40e491786ce56,1141606996954710,10,89,0x162764b34fd24caac112125,0x162764b35013313c397ef7b
50,0x40ff856446d0a,1143459180473610,10,91,0x459f310e5a789ea59eaa8db,0x459f310e5ab99e2b02f15e5
50,0x416a9346811e8,1150815891362280,10,89,0x1c57f3b2a4c314e1abb4d37,0x1c57f3b2a5047f74f235f1f
50,0x419357d2a6b9a,1153617430735770,10,90,0x2e276b60b5f2dbd58a911ed,0x2e276b60b6346f2d5d37d87
50,0x41d499f537abe,1158101949708990,10,88,0xa4edea4850e4322e8c9581,0xa4edea4855017bcde0103f
50,0x42cea630749f4,1175285102234100,10,90,0x3006c6e27a4c34be2a1b1b5,0x3006c6e27a8f03645a8fba9
50,0x432993f6a1aa8,1181533682145960,10,89,0x1372c1a94fc7a8d84d472b1,0x1372c1a9500ad26c43e8d59
50,0x44549641fa8aa,1202081421568170,10,90,0x385d1dc6ab3077fcdbd1dc5,0x385d1dc6ab74cc931dcc66f
50,0x44967590d3708,1206608131340040,10,88,0x89db14996e6cdde702e2b1,0x89db149972b645401019b9
50,0x45a6a14825758,1225311563962200,10,88,0x853cab9bbd335490e2d9bd,0x853cab9bc18dbea5653115
50,0x45f3b3db7c042,1230607950004290,10,88,0x8ec6ec39270210a2bf1f9b,0x8ec6ec392b614be076dfdd
50,0x4627ee19d51e0,1234196997427680,10,88,0xb3478b7247867e255bc00f,0xb3478b724be8fd06f911ef
50,0x46472d28f0716,1236344228480790,10,90,0x2a8bafae2f423348c042efb,0x2a8bafae2f887a75e933611
50,0x471638ae6919c,1250572252909980,10,89,0x1af58bd704ff69443c26aa9,0x1af58bd705467f7cea8fc45
50,0x4800034915dee,1266638277139950,10,88,0xb8a101b95faab6990f81b3,0xb8a101b9642ab6cda0dfa1
50,0x480a5f1d3aeac,1267350121983660,10,89,0x1eb6017e396a1f6663142ad,0x1eb6017e39b229c5804f159
50,0x483974d3fdd3a,1270585766174010,10,90,0x22fa4f6f3c2765b028dbd2f,0x22fa4f6f3c6f9f24fcd9a69
50,0x48beee96ad1a6,1279758141411750,10,90,0x3cbd03800bc59e4ce0ff99f,0x3cbd03800c0e5d3b77acb45
50,0x48ff5b0539474,1284185294869620,10,90,0x3389baa174ae745b350ac11,0x3389baa174f773b63a44085
50,0x4923dd4a50ba6,1286694165089190,10,90,0x22385ee1bd9fdb1776f3f6d,0x22385ee1bde8fef4c144b13
50,0x496f08ba68274,1291859786105460,10,91,0x7161ecf24af0319359d49e7,0x7161ecf24b39a09c143cc5b
50,0x49be6d55d843a,1297315631301690,10,90,0x38390e85e777cb895489fa3,0x38390e85e7c189f6aa623dd
50,0x49c7f410a9586,1297970272834950,10,86,0x22bd5de7ed1f8c1c1776c3,0x22bd5de7f1bc0b5d220c49
50,0x49e18ddd2a7b0,1299729544816560,10,89,0x1888fc044ab805a09997119,0x1888fc044b01e72e76c18c9
50,0x49f48f9ce9024,1301035684368420,10,90,0x37f69dc21057bac272f6abd,0x37f69dc210a1af520fdfae1
50,0x49fd3f1c2982c,1301632549820460,10,89,0x1525dc7c1fd179a80d930f3,0x1525dc7c201b76e729bc91f
50,0x49ffbdd2f97e8,1301804003334120,10,87,0x47627b289aba5402a8398d,0x47627b289f5a4fdfd7d175
50,0x4a8594a57ef0e,1311001359675150,10,90,0x20ef6c73ea08d1857ab025b,0x20ef6c73ea53571a202f169
